Measurement Time,Production (W),To Battery (W),To Grid (W),To Home (W),Consumption (W),From Battery (W),From Grid (W),From Solar (W),hour,day,month,weekday,day_night,tariff,role
2023-01-15 14:30:00,7119.0,0.0,5805.194,1313.8063,1313.8063,0.0,0.0,1313.8063,14,15,1,6,1,6.5,Producer
2023-01-15 14:45:00,6758.6665,0.0,6086.987,671.6799,671.6799,0.0,0.0,671.6799,14,15,1,6,1,6.5,Producer
2023-01-15 15:00:00,6252.6665,0.0,5551.613,701.0537,701.0537,0.0,0.0,701.0537,15,15,1,6,1,6.5,Producer
2023-01-15 15:15:00,5666.6665,0.0,4775.553,891.1133,891.1133,0.0,0.0,891.1133,15,15,1,6,1,6.5,Producer
2023-01-15 15:30:00,4994.0,0.0,4231.6523,762.34784,762.34784,0.0,0.0,762.34784,15,15,1,6,1,6.5,Producer
2023-01-15 15:45:00,4373.3335,0.0,2281.583,2091.7507,2091.7507,0.0,0.0,2091.7507,15,15,1,6,1,6.5,Producer
2023-01-15 16:00:00,3844.3333,0.0,1049.1213,2795.2117,2795.2117,0.0,0.0,2795.2117,16,15,1,6,1,6.5,Producer
2023-01-15 16:15:00,3186.6667,0.0,1737.7711,1448.8956,1448.8956,0.0,0.0,1448.8956,16,15,1,6,1,6.5,Producer
2023-01-15 16:30:00,2569.3333,0.0,1834.4646,734.8687,734.8687,0.0,0.0,734.8687,16,15,1,6,1,6.5,Producer
2023-01-15 16:45:00,1937.3334,0.0,949.09625,988.2373,988.2373,0.0,0.0,988.2373,16,15,1,6,1,6.5,Producer
2023-01-15 17:00:00,1390.6666,0.0,403.9869,986.67975,986.67975,0.0,0.0,986.67975,17,15,1,6,1,6.5,Producer
2023-01-15 17:15:00,937.6667,0.0,26.84146,910.8253,1025.7976,0.0,114.97229,910.8253,17,15,1,6,1,6.5,Prosumer
2023-01-15 17:30:00,608.3333,0.0,0.0,608.3333,1235.3296,0.0,626.9962,608.3333,17,15,1,6,1,6.5,Prosumer
2023-01-15 17:45:00,335.66666,0.0,0.0,335.66666,1101.4532,0.0,765.78656,335.66666,17,15,1,6,1,6.5,Prosumer
2023-01-15 18:00:00,102.0,0.0,0.0,102.0,1095.9363,0.0,993.93634,102.0,18,15,1,6,0,4.5,Prosumer
2023-01-15 18:15:00,30.333334,0.0,0.0,30.333334,1924.4528,0.0,1894.1194,30.333334,18,15,1,6,0,4.5,Prosumer
2023-01-15 18:30:00,0.0,0.0,0.0,0.0,1951.3123,0.0,1951.3123,0.0,18,15,1,6,0,4.5,Consumer
2023-01-15 18:45:00,0.0,0.0,0.0,0.0,1819.7035,0.0,1819.7035,0.0,18,15,1,6,0,4.5,Consumer
2023-01-15 19:00:00,0.0,0.0,0.0,0.0,1891.7924,0.0,1891.7924,0.0,19,15,1,6,0,4.5,Consumer
2023-01-15 19:15:00,0.0,0.0,0.0,0.0,1837.5157,0.0,1837.5157,0.0,19,15,1,6,0,4.5,Consumer
2023-01-15 19:30:00,0.0,0.0,0.0,0.0,3778.144,0.0,3778.144,0.0,19,15,1,6,0,4.5,Consumer
2023-01-15 19:45:00,0.0,0.0,0.0,0.0,4685.981,0.0,4685.981,0.0,19,15,1,6,0,4.5,Consumer
2023-01-15 20:00:00,0.0,0.0,0.0,0.0,5572.814,0.0,5572.814,0.0,20,15,1,6,0,4.5,Consumer
2023-01-15 20:15:00,0.0,0.0,0.0,0.0,2965.777,0.0,2965.777,0.0,20,15,1,6,0,4.5,Consumer
2023-01-15 20:30:00,0.0,0.0,0.0,0.0,1772.9517,0.0,1772.9517,0.0,20,15,1,6,0,4.5,Consumer
2023-01-15 20:45:00,0.0,0.0,0.0,0.0,4873.9146,0.0,4873.9146,0.0,20,15,1,6,0,4.5,Consumer
2023-01-15 21:00:00,0.0,0.0,0.0,0.0,4641.2476,0.0,4641.2476,0.0,21,15,1,6,0,4.5,Consumer
2023-01-15 21:15:00,0.0,0.0,0.0,0.0,4214.1504,0.0,4214.1504,0.0,21,15,1,6,0,4.5,Consumer
2023-01-15 21:30:00,0.0,0.0,0.0,0.0,2014.8964,0.0,2014.8964,0.0,21,15,1,6,0,4.5,Consumer
2023-01-15 21:45:00,0.0,0.0,0.0,0.0,1662.3768,0.0,1662.3768,0.0,21,15,1,6,0,4.5,Consumer
2023-01-15 22:00:00,0.0,0.0,0.0,0.0,1916.0161,0.0,1916.0161,0.0,22,15,1,6,0,4.5,Consumer
2023-01-15 22:15:00,0.0,0.0,0.0,0.0,1737.5254,0.0,1737.5254,0.0,22,15,1,6,0,4.5,Consumer
2023-01-15 22:30:00,0.0,0.0,0.0,0.0,1637.4502,0.0,1637.4502,0.0,22,15,1,6,0,4.5,Consumer
2023-01-15 22:45:00,0.0,0.0,0.0,0.0,1339.0416,0.0,1339.0416,0.0,22,15,1,6,0,4.5,Consumer
2023-01-15 23:00:00,0.0,0.0,0.0,0.0,2711.5789,0.0,2711.5789,0.0,23,15,1,6,0,4.5,Consumer
2023-01-15 23:15:00,0.0,0.0,0.0,0.0,2191.399,0.0,2191.399,0.0,23,15,1,6,0,4.5,Consumer
2023-01-15 23:30:00,0.0,0.0,0.0,0.0,1650.3229,0.0,1650.3229,0.0,23,15,1,6,0,4.5,Consumer
2023-01-15 23:45:00,0.0,0.0,0.0,0.0,1539.6458,0.0,1539.6458,0.0,23,15,1,6,0,4.5,Consumer
2023-01-16 00:00:00,0.0,0.0,0.0,0.0,1626.1113,0.0,1626.1113,0.0,0,16,1,0,0,4.5,Consumer
2023-01-16 00:15:00,0.0,0.0,0.0,0.0,1298.7133,0.0,1298.7133,0.0,0,16,1,0,0,4.5,Consumer
2023-01-16 00:30:00,0.0,0.0,0.0,0.0,1747.9015,0.0,1747.9015,0.0,0,16,1,0,0,4.5,Consumer
2023-01-16 00:45:00,0.0,0.0,0.0,0.0,1681.1876,0.0,1681.1876,0.0,0,16,1,0,0,4.5,Consumer
2023-01-16 01:00:00,0.0,0.0,0.0,0.0,1744.3804,0.0,1744.3804,0.0,1,16,1,0,0,4.5,Consumer
2023-01-16 01:15:00,0.0,0.0,0.0,0.0,1756.3613,0.0,1756.3613,0.0,1,16,1,0,0,4.5,Consumer
2023-01-16 01:30:00,0.0,0.0,0.0,0.0,1393.9102,0.0,1393.9102,0.0,1,16,1,0,0,4.5,Consumer
2023-01-16 01:45:00,0.0,0.0,0.0,0.0,1652.437,0.0,1652.437,0.0,1,16,1,0,0,4.5,Consumer
2023-01-16 02:00:00,0.0,0.0,0.0,0.0,1608.0961,0.0,1608.0961,0.0,2,16,1,0,0,4.5,Consumer
2023-01-16 02:15:00,0.0,0.0,0.0,0.0,2691.3738,0.0,2691.3738,0.0,2,16,1,0,0,4.5,Consumer
2023-01-16 02:30:00,0.0,0.0,0.0,0.0,2623.534,0.0,2623.534,0.0,2,16,1,0,0,4.5,Consumer
2023-01-16 02:45:00,0.0,0.0,0.0,0.0,2571.9788,0.0,2571.9788,0.0,2,16,1,0,0,4.5,Consumer
2023-01-16 03:00:00,0.0,0.0,0.0,0.0,2484.8337,0.0,2484.8337,0.0,3,16,1,0,0,4.5,Consumer
2023-01-16 03:15:00,0.0,0.0,0.0,0.0,2450.6218,0.0,2450.6218,0.0,3,16,1,0,0,4.5,Consumer
2023-01-16 03:30:00,0.0,0.0,0.0,0.0,2153.2375,0.0,2153.2375,0.0,3,16,1,0,0,4.5,Consumer
2023-01-16 03:45:00,0.0,0.0,0.0,0.0,2097.1235,0.0,2097.1235,0.0,3,16,1,0,0,4.5,Consumer
2023-01-16 04:00:00,0.0,0.0,0.0,0.0,1927.5121,0.0,1927.5121,0.0,4,16,1,0,0,4.5,Consumer
2023-01-16 04:15:00,0.0,0.0,0.0,0.0,1600.2253,0.0,1600.2253,0.0,4,16,1,0,0,4.5,Consumer
2023-01-16 04:30:00,0.0,0.0,0.0,0.0,1320.844,0.0,1320.844,0.0,4,16,1,0,0,4.5,Consumer
2023-01-16 04:45:00,0.0,0.0,0.0,0.0,1623.1649,0.0,1623.1649,0.0,4,16,1,0,0,4.5,Consumer
2023-01-16 05:00:00,0.0,0.0,0.0,0.0,1408.1996,0.0,1408.1996,0.0,5,16,1,0,0,4.5,Consumer
2023-01-16 05:15:00,0.0,0.0,0.0,0.0,1453.2405,0.0,1453.2405,0.0,5,16,1,0,0,4.5,Consumer
2023-01-16 05:30:00,0.0,0.0,0.0,0.0,848.7512,0.0,848.7512,0.0,5,16,1,0,0,4.5,Consumer
2023-01-16 05:45:00,0.0,0.0,0.0,0.0,1251.7152,0.0,1251.7152,0.0,5,16,1,0,0,4.5,Consumer
2023-01-16 06:00:00,0.0,0.0,0.0,0.0,1365.3746,0.0,1365.3746,0.0,6,16,1,0,1,6.5,Consumer
2023-01-16 06:15:00,0.0,0.0,0.0,0.0,1345.8234,0.0,1345.8234,0.0,6,16,1,0,1,6.5,Consumer
2023-01-16 06:30:00,0.0,0.0,0.0,0.0,1390.6371,0.0,1390.6371,0.0,6,16,1,0,1,6.5,Consumer
2023-01-16 06:45:00,25.0,0.0,0.0,25.0,1404.5062,0.0,1379.5062,25.0,6,16,1,0,1,6.5,Prosumer
2023-01-16 07:00:00,193.33333,0.0,0.0,193.33333,964.5245,0.0,771.19116,193.33333,7,16,1,0,1,6.5,Prosumer
2023-01-16 07:15:00,501.33334,0.0,0.0,501.33334,1214.3228,0.0,712.98944,501.33334,7,16,1,0,1,6.5,Prosumer
2023-01-16 07:30:00,831.3333,0.0,0.0,831.3333,1647.7498,0.0,816.41644,831.3333,7,16,1,0,1,6.5,Prosumer
2023-01-16 07:45:00,1246.0,0.0,0.0,1246.0,3268.184,0.0,2022.184,1246.0,7,16,1,0,1,6.5,Prosumer
2023-01-16 08:00:00,1574.3334,0.0,0.0,1574.3334,3992.555,0.0,2418.2217,1574.3334,8,16,1,0,1,6.5,Prosumer
2023-01-16 08:15:00,1850.0,0.0,89.8868,1760.1132,2980.3186,0.0,1220.2054,1760.1132,8,16,1,0,1,6.5,Prosumer
2023-01-16 08:30:00,2086.0,0.0,0.0,2086.0,3463.8035,0.0,1377.8035,2086.0,8,16,1,0,1,6.5,Prosumer
2023-01-16 08:45:00,2775.3333,0.0,0.0,2775.3333,3322.725,0.0,547.39185,2775.3333,8,16,1,0,1,6.5,Prosumer
2023-01-16 09:00:00,3497.6667,0.0,1870.943,1626.7238,1626.7238,0.0,0.0,1626.7238,9,16,1,0,1,6.5,Producer
2023-01-16 09:15:00,4056.3333,0.0,3001.667,1054.666,1054.666,0.0,0.0,1054.666,9,16,1,0,1,6.5,Producer
2023-01-16 09:30:00,4748.0,0.0,3670.7776,1077.2223,1077.2223,0.0,0.0,1077.2223,9,16,1,0,1,6.5,Producer
2023-01-16 09:45:00,5319.0,0.0,3865.936,1453.0638,1453.0638,0.0,0.0,1453.0638,9,16,1,0,1,6.5,Producer
2023-01-16 10:00:00,5912.0,0.0,4333.18,1578.8197,1578.8197,0.0,0.0,1578.8197,10,16,1,0,1,6.5,Producer
2023-01-16 10:15:00,6439.6665,0.0,4550.2983,1889.3683,1889.3683,0.0,0.0,1889.3683,10,16,1,0,1,6.5,Producer
2023-01-16 10:30:00,7064.0,0.0,5237.3843,1826.6157,1826.6157,0.0,0.0,1826.6157,10,16,1,0,1,6.5,Producer
2023-01-16 10:45:00,7355.0,0.0,5044.415,2310.5852,2310.5852,0.0,0.0,2310.5852,10,16,1,0,1,6.5,Producer
2023-01-16 11:00:00,7610.0,0.0,4721.914,2888.086,2888.086,0.0,0.0,2888.086,11,16,1,0,1,6.5,Producer
2023-01-16 11:15:00,7928.0,0.0,5792.2046,2135.7954,2135.7954,0.0,0.0,2135.7954,11,16,1,0,1,6.5,Producer
2023-01-16 11:30:00,8086.6665,0.0,5588.304,2498.3623,2498.3623,0.0,0.0,2498.3623,11,16,1,0,1,6.5,Producer
2023-01-16 11:45:00,8221.333,0.0,6011.1597,2210.1736,2210.1736,0.0,0.0,2210.1736,11,16,1,0,1,6.5,Producer
2023-01-16 12:00:00,8324.667,0.0,6052.0825,2272.5842,2272.5842,0.0,0.0,2272.5842,12,16,1,0,1,6.5,Producer
2023-01-16 12:15:00,7437.6665,0.0,4899.736,2537.9302,2537.9302,0.0,0.0,2537.9302,12,16,1,0,1,6.5,Producer
2023-01-16 12:30:00,3358.0,0.0,2056.2515,1301.7485,1301.7485,0.0,0.0,1301.7485,12,16,1,0,1,6.5,Producer
2023-01-16 12:45:00,6605.6665,0.0,4029.5151,2576.1511,2576.1511,0.0,0.0,2576.1511,12,16,1,0,1,6.5,Producer
2023-01-16 13:00:00,3785.0,0.0,1530.9124,2254.0876,2254.0876,0.0,0.0,2254.0876,13,16,1,0,1,6.5,Producer
2023-01-16 13:15:00,5112.6665,0.0,3602.8018,1509.8649,1509.8649,0.0,0.0,1509.8649,13,16,1,0,1,6.5,Producer
2023-01-16 13:30:00,6845.3335,0.0,4849.649,1995.6849,1995.6849,0.0,0.0,1995.6849,13,16,1,0,1,6.5,Producer
2023-01-16 13:45:00,7613.3335,0.0,6358.992,1254.342,1254.342,0.0,0.0,1254.342,13,16,1,0,1,6.5,Producer
2023-01-16 14:00:00,7475.6665,0.0,5378.1895,2097.4766,2097.4766,0.0,0.0,2097.4766,14,16,1,0,1,6.5,Producer
2023-01-16 14:15:00,6990.6665,0.0,6085.4077,905.2588,905.2588,0.0,0.0,905.2588,14,16,1,0,1,6.5,Producer
2023-01-16 14:30:00,6529.6665,0.0,5471.697,1057.9697,1057.9697,0.0,0.0,1057.9697,14,16,1,0,1,6.5,Producer
2023-01-16 14:45:00,6256.0,0.0,5143.8413,1112.1586,1112.1586,0.0,0.0,1112.1586,14,16,1,0,1,6.5,Producer
2023-01-16 15:00:00,5686.6665,0.0,2790.5696,2896.0967,2896.0967,0.0,0.0,2896.0967,15,16,1,0,1,6.5,Producer
2023-01-16 15:15:00,5110.0,0.0,3218.2925,1891.7076,1891.7076,0.0,0.0,1891.7076,15,16,1,0,1,6.5,Producer
2023-01-16 15:30:00,4760.6665,0.0,3652.7312,1107.9354,1107.9354,0.0,0.0,1107.9354,15,16,1,0,1,6.5,Producer
2023-01-16 15:45:00,4257.6665,0.0,3256.5012,1001.1649,1001.1649,0.0,0.0,1001.1649,15,16,1,0,1,6.5,Producer
2023-01-16 16:00:00,3618.3333,0.0,1778.9678,1839.3655,1839.3655,0.0,0.0,1839.3655,16,16,1,0,1,6.5,Producer
2023-01-16 16:15:00,3044.6667,0.0,449.04752,2595.6191,2595.6191,0.0,0.0,2595.6191,16,16,1,0,1,6.5,Producer
2023-01-16 16:30:00,2507.3333,0.0,137.57545,2369.7578,2645.951,0.0,276.19315,2369.7578,16,16,1,0,1,6.5,Prosumer
2023-01-16 16:45:00,1935.0,0.0,0.0,1935.0,3060.4863,0.0,1125.4862,1935.0,16,16,1,0,1,6.5,Prosumer
2023-01-16 17:00:00,1389.3334,0.0,0.0,1389.3334,2258.6672,0.0,869.33386,1389.3334,17,16,1,0,1,6.5,Prosumer
2023-01-16 17:15:00,972.6667,0.0,0.0,972.6667,1948.4274,0.0,975.7607,972.6667,17,16,1,0,1,6.5,Prosumer
2023-01-16 17:30:00,711.6667,0.0,0.0,711.6667,1879.2211,0.0,1167.5544,711.6667,17,16,1,0,1,6.5,Prosumer
2023-01-16 17:45:00,505.33334,0.0,0.0,505.33334,1888.0369,0.0,1382.7035,505.33334,17,16,1,0,1,6.5,Prosumer
2023-01-16 18:00:00,261.33334,0.0,0.0,261.33334,2111.233,0.0,1849.8997,261.33334,18,16,1,0,0,4.5,Prosumer
2023-01-16 18:15:00,78.666664,0.0,0.0,78.666664,2090.6226,0.0,2011.9559,78.666664,18,16,1,0,0,4.5,Prosumer
2023-01-16 18:30:00,0.0,0.0,0.0,0.0,3534.275,0.0,3534.275,0.0,18,16,1,0,0,4.5,Consumer
2023-01-16 18:45:00,0.0,0.0,0.0,0.0,3994.576,0.0,3994.576,0.0,18,16,1,0,0,4.5,Consumer
2023-01-16 19:00:00,0.0,0.0,0.0,0.0,4091.1812,0.0,4091.1812,0.0,19,16,1,0,0,4.5,Consumer
2023-01-16 19:15:00,0.0,0.0,0.0,0.0,2787.3315,0.0,2787.3315,0.0,19,16,1,0,0,4.5,Consumer
2023-01-16 19:30:00,0.0,0.0,0.0,0.0,2144.6016,0.0,2144.6016,0.0,19,16,1,0,0,4.5,Consumer
2023-01-16 19:45:00,0.0,0.0,0.0,0.0,3737.5889,0.0,3737.5889,0.0,19,16,1,0,0,4.5,Consumer
2023-01-16 20:00:00,0.0,0.0,0.0,0.0,4265.2056,0.0,4265.2056,0.0,20,16,1,0,0,4.5,Consumer
2023-01-16 20:15:00,0.0,0.0,0.0,0.0,6358.0312,0.0,6358.0312,0.0,20,16,1,0,0,4.5,Consumer
2023-01-16 20:30:00,0.0,0.0,0.0,0.0,5835.9424,0.0,5835.9424,0.0,20,16,1,0,0,4.5,Consumer
2023-01-16 20:45:00,0.0,0.0,0.0,0.0,3587.5396,0.0,3587.5396,0.0,20,16,1,0,0,4.5,Consumer
2023-01-16 21:00:00,0.0,0.0,0.0,0.0,3585.5923,0.0,3585.5923,0.0,21,16,1,0,0,4.5,Consumer
2023-01-16 21:15:00,0.0,0.0,0.0,0.0,3599.5806,0.0,3599.5806,0.0,21,16,1,0,0,4.5,Consumer
2023-01-16 21:30:00,0.0,0.0,0.0,0.0,1382.766,0.0,1382.766,0.0,21,16,1,0,0,4.5,Consumer
2023-01-16 21:45:00,0.0,0.0,0.0,0.0,1148.3448,0.0,1148.3448,0.0,21,16,1,0,0,4.5,Consumer
2023-01-16 22:00:00,0.0,0.0,0.0,0.0,1382.9912,0.0,1382.9912,0.0,22,16,1,0,0,4.5,Consumer
2023-01-16 22:15:00,0.0,0.0,0.0,0.0,1555.8539,0.0,1555.8539,0.0,22,16,1,0,0,4.5,Consumer
2023-01-16 22:30:00,0.0,0.0,0.0,0.0,1618.814,0.0,1618.814,0.0,22,16,1,0,0,4.5,Consumer
2023-01-16 22:45:00,0.0,0.0,0.0,0.0,1586.5774,0.0,1586.5774,0.0,22,16,1,0,0,4.5,Consumer
2023-01-16 23:00:00,0.0,0.0,0.0,0.0,1560.5471,0.0,1560.5471,0.0,23,16,1,0,0,4.5,Consumer
2023-01-16 23:15:00,0.0,0.0,0.0,0.0,1506.2452,0.0,1506.2452,0.0,23,16,1,0,0,4.5,Consumer
2023-01-16 23:30:00,0.0,0.0,0.0,0.0,1465.6752,0.0,1465.6752,0.0,23,16,1,0,0,4.5,Consumer
2023-01-16 23:45:00,0.0,0.0,0.0,0.0,1557.3665,0.0,1557.3665,0.0,23,16,1,0,0,4.5,Consumer
2023-01-17 00:00:00,0.0,0.0,0.0,0.0,1566.9697,0.0,1566.9697,0.0,0,17,1,1,0,4.5,Consumer
2023-01-17 00:15:00,0.0,0.0,0.0,0.0,1291.7571,0.0,1291.7571,0.0,0,17,1,1,0,4.5,Consumer
2023-01-17 00:30:00,0.0,0.0,0.0,0.0,1428.5747,0.0,1428.5747,0.0,0,17,1,1,0,4.5,Consumer
2023-01-17 00:45:00,0.0,0.0,0.0,0.0,1098.9431,0.0,1098.9431,0.0,0,17,1,1,0,4.5,Consumer
2023-01-17 01:00:00,0.0,0.0,0.0,0.0,1391.9696,0.0,1391.9696,0.0,1,17,1,1,0,4.5,Consumer
2023-01-17 01:15:00,0.0,0.0,0.0,0.0,1628.1559,0.0,1628.1559,0.0,1,17,1,1,0,4.5,Consumer
2023-01-17 01:30:00,0.0,0.0,0.0,0.0,1664.6553,0.0,1664.6553,0.0,1,17,1,1,0,4.5,Consumer
2023-01-17 01:45:00,0.0,0.0,0.0,0.0,1636.2971,0.0,1636.2971,0.0,1,17,1,1,0,4.5,Consumer
2023-01-17 02:00:00,0.0,0.0,0.0,0.0,1265.5948,0.0,1265.5948,0.0,2,17,1,1,0,4.5,Consumer
2023-01-17 02:15:00,0.0,0.0,0.0,0.0,1946.8778,0.0,1946.8778,0.0,2,17,1,1,0,4.5,Consumer
2023-01-17 02:30:00,0.0,0.0,0.0,0.0,1417.3054,0.0,1417.3054,0.0,2,17,1,1,0,4.5,Consumer
2023-01-17 02:45:00,0.0,0.0,0.0,0.0,1349.1299,0.0,1349.1299,0.0,2,17,1,1,0,4.5,Consumer
2023-01-17 03:00:00,0.0,0.0,0.0,0.0,1726.1345,0.0,1726.1345,0.0,3,17,1,1,0,4.5,Consumer
2023-01-17 03:15:00,0.0,0.0,0.0,0.0,1587.6106,0.0,1587.6106,0.0,3,17,1,1,0,4.5,Consumer
2023-01-17 03:30:00,0.0,0.0,0.0,0.0,1532.609,0.0,1532.609,0.0,3,17,1,1,0,4.5,Consumer
2023-01-17 03:45:00,0.0,0.0,0.0,0.0,1344.2834,0.0,1344.2834,0.0,3,17,1,1,0,4.5,Consumer
2023-01-17 04:00:00,0.0,0.0,0.0,0.0,1254.908,0.0,1254.908,0.0,4,17,1,1,0,4.5,Consumer
2023-01-17 04:15:00,0.0,0.0,0.0,0.0,1488.0687,0.0,1488.0687,0.0,4,17,1,1,0,4.5,Consumer
2023-01-17 04:30:00,0.0,0.0,0.0,0.0,1603.4984,0.0,1603.4984,0.0,4,17,1,1,0,4.5,Consumer
2023-01-17 04:45:00,0.0,0.0,0.0,0.0,1314.3331,0.0,1314.3331,0.0,4,17,1,1,0,4.5,Consumer
2023-01-17 05:00:00,0.0,0.0,0.0,0.0,1177.6886,0.0,1177.6886,0.0,5,17,1,1,0,4.5,Consumer
2023-01-17 05:15:00,0.0,0.0,0.0,0.0,1414.6692,0.0,1414.6692,0.0,5,17,1,1,0,4.5,Consumer
2023-01-17 05:30:00,0.0,0.0,0.0,0.0,1615.5045,0.0,1615.5045,0.0,5,17,1,1,0,4.5,Consumer
2023-01-17 05:45:00,0.0,0.0,0.0,0.0,1266.6995,0.0,1266.6995,0.0,5,17,1,1,0,4.5,Consumer
2023-01-17 06:00:00,0.0,0.0,0.0,0.0,996.86273,0.0,996.86273,0.0,6,17,1,1,1,6.5,Consumer
2023-01-17 06:15:00,0.0,0.0,0.0,0.0,1229.5304,0.0,1229.5304,0.0,6,17,1,1,1,6.5,Consumer
2023-01-17 06:30:00,0.0,0.0,0.0,0.0,1841.8857,0.0,1841.8857,0.0,6,17,1,1,1,6.5,Consumer
2023-01-17 06:45:00,35.666668,0.0,0.0,35.666668,3354.7021,0.0,3319.0354,35.666668,6,17,1,1,1,6.5,Prosumer
2023-01-17 07:00:00,159.0,0.0,0.0,159.0,1471.6722,0.0,1312.6722,159.0,7,17,1,1,1,6.5,Prosumer
2023-01-17 07:15:00,361.0,0.0,0.0,361.0,1817.3822,0.0,1456.3822,361.0,7,17,1,1,1,6.5,Prosumer
2023-01-17 07:30:00,538.6667,0.0,0.0,538.6667,1726.4785,0.0,1187.8118,538.6667,7,17,1,1,1,6.5,Prosumer
2023-01-17 07:45:00,1027.3334,0.0,0.0,1027.3334,1530.9529,0.0,503.6195,1027.3334,7,17,1,1,1,6.5,Prosumer
2023-01-17 08:00:00,1578.0,0.0,588.5387,989.4613,989.4613,0.0,0.0,989.4613,8,17,1,1,1,6.5,Producer
2023-01-17 08:15:00,1924.6666,0.0,345.06647,1579.6001,2583.6675,0.0,1004.06744,1579.6001,8,17,1,1,1,6.5,Prosumer
2023-01-17 08:30:00,2315.0,0.0,0.0,2315.0,3855.5356,0.0,1540.5355,2315.0,8,17,1,1,1,6.5,Prosumer
2023-01-17 08:45:00,2960.3333,0.0,535.67706,2424.656,3187.1643,0.0,762.5083,2424.656,8,17,1,1,1,6.5,Prosumer
2023-01-17 09:00:00,3402.3333,0.0,2131.0703,1271.2627,1271.2627,0.0,0.0,1271.2627,9,17,1,1,1,6.5,Producer
2023-01-17 09:15:00,3874.0,0.0,2746.8303,1127.1696,1127.1696,0.0,0.0,1127.1696,9,17,1,1,1,6.5,Producer
2023-01-17 09:30:00,4563.0,0.0,2963.1921,1599.8079,1599.8079,0.0,0.0,1599.8079,9,17,1,1,1,6.5,Producer
2023-01-17 09:45:00,5154.0,0.0,3931.9211,1222.0787,1222.0787,0.0,0.0,1222.0787,9,17,1,1,1,6.5,Producer
2023-01-17 10:00:00,5711.3335,0.0,4532.2583,1179.0752,1179.0752,0.0,0.0,1179.0752,10,17,1,1,1,6.5,Producer
2023-01-17 10:15:00,6127.0,0.0,5125.092,1001.908,1001.908,0.0,0.0,1001.908,10,17,1,1,1,6.5,Producer
2023-01-17 10:30:00,4963.3335,0.0,3815.4653,1147.868,1147.868,0.0,0.0,1147.868,10,17,1,1,1,6.5,Producer
2023-01-17 10:45:00,6918.3335,0.0,5660.029,1258.3047,1258.3047,0.0,0.0,1258.3047,10,17,1,1,1,6.5,Producer
2023-01-17 11:00:00,7068.0,0.0,5587.9214,1480.0785,1480.0785,0.0,0.0,1480.0785,11,17,1,1,1,6.5,Producer
2023-01-17 11:15:00,7582.3335,0.0,6339.4966,1242.8369,1242.8369,0.0,0.0,1242.8369,11,17,1,1,1,6.5,Producer
2023-01-17 11:30:00,7562.6665,0.0,6165.7036,1396.9626,1396.9626,0.0,0.0,1396.9626,11,17,1,1,1,6.5,Producer
2023-01-17 11:45:00,7301.0,0.0,5760.7407,1540.2594,1540.2594,0.0,0.0,1540.2594,11,17,1,1,1,6.5,Producer
2023-01-17 12:00:00,8211.333,0.0,6812.5117,1398.8217,1398.8217,0.0,0.0,1398.8217,12,17,1,1,1,6.5,Producer
2023-01-17 12:15:00,8707.0,0.0,7437.8364,1269.1637,1269.1637,0.0,0.0,1269.1637,12,17,1,1,1,6.5,Producer
2023-01-17 12:30:00,7690.6665,0.0,5248.42,2442.246,2442.246,0.0,0.0,2442.246,12,17,1,1,1,6.5,Producer
2023-01-17 12:45:00,8538.333,0.0,5999.3154,2539.0173,2539.0173,0.0,0.0,2539.0173,12,17,1,1,1,6.5,Producer
2023-01-17 13:00:00,8178.3335,0.0,5093.248,3085.0854,3085.0854,0.0,0.0,3085.0854,13,17,1,1,1,6.5,Producer
2023-01-17 13:15:00,8118.0,0.0,6257.1016,1860.8983,1860.8983,0.0,0.0,1860.8983,13,17,1,1,1,6.5,Producer
2023-01-17 13:30:00,7630.0,0.0,4182.5947,3447.4053,3447.4053,0.0,0.0,3447.4053,13,17,1,1,1,6.5,Producer
2023-01-17 13:45:00,7438.3335,0.0,6055.68,1382.6533,1382.6533,0.0,0.0,1382.6533,13,17,1,1,1,6.5,Producer
2023-01-17 14:00:00,7169.3335,0.0,5898.026,1271.3075,1271.3075,0.0,0.0,1271.3075,14,17,1,1,1,6.5,Producer
2023-01-17 14:15:00,6882.0,0.0,4039.279,2842.721,2842.721,0.0,0.0,2842.721,14,17,1,1,1,6.5,Producer
2023-01-17 14:30:00,6279.3335,0.0,5107.6665,1171.667,1171.667,0.0,0.0,1171.667,14,17,1,1,1,6.5,Producer
2023-01-17 14:45:00,5628.0,0.0,4064.6455,1563.3546,1563.3546,0.0,0.0,1563.3546,14,17,1,1,1,6.5,Producer
2023-01-17 15:00:00,4936.6665,0.0,3629.8423,1306.8239,1306.8239,0.0,0.0,1306.8239,15,17,1,1,1,6.5,Producer
2023-01-17 15:15:00,4334.0,0.0,3054.0637,1279.9364,1279.9364,0.0,0.0,1279.9364,15,17,1,1,1,6.5,Producer
2023-01-17 15:30:00,3932.6667,0.0,2576.4727,1356.1943,1356.1943,0.0,0.0,1356.1943,15,17,1,1,1,6.5,Producer
2023-01-17 15:45:00,3330.0,0.0,2096.0317,1233.9684,1233.9684,0.0,0.0,1233.9684,15,17,1,1,1,6.5,Producer
2023-01-17 16:00:00,3288.0,0.0,2106.687,1181.3129,1181.3129,0.0,0.0,1181.3129,16,17,1,1,1,6.5,Producer
